PLAYER_ID,PLAYER_NAME,POSITION,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,RANKING
203935,Marcus Smart,PG,33.0,36.0,10.82,2.96,3.26,,2
203944,Julius Randle,PF,29.0,35.5,11.45,3.14,3.27,,2
203917,Nik Stauskas,SG,29.0,35.5,10.79,2.92,3.27,,2
203943,Noah Vonleh,PF,31.0,37.0,11.45,3.29,3.28,,2
203901,Elfrid Payton,PG,31.5,35.5,11.06,2.92,3.23,,2
203926,Doug McDermott,SF,28.5,36.5,11.1,3.15,3.29,,3
203897,Zach LaVine,PG,33.5,41.5,10.42,2.8,3.19,,3
203933,T.J. Warren,SF,27.0,35.5,11.1,3.04,3.26,,3
203923,James Young,SG,28.0,35.5,,,,,4
203898,Tyler Ennis,PG,29.0,36.0,11.12,2.84,3.3,,4
203919,Jordan Adams,SG,24.5,29.5,12.13,3.05,3.5,,5
203918,Rodney Hood,SF,29.0,36.0,11.21,3.14,3.38,,5
203894,Shabazz Napier,PG,30.5,37.5,11.6,3.13,3.2,,5
203912,C.J. Wilcox,SG,31.0,37.5,11.3,2.92,3.22,,6
203925,Joe Harris,SG,28.5,33.5,11.11,2.92,3.31,,7
203921,Cleanthony Early,SF,34.0,40.0,11.15,2.96,3.18,,7
203950,Jarnell Stokes,PF,31.0,36.0,11.92,3.2,3.26,,7
203908,DeAndre Daniels,SF,26.5,32.0,11.46,3.04,3.44,,8
203922,Glenn Robinson III,SF,36.5,41.5,11.22,3.04,3.15,,8
203910,Nick Johnson,SG,33.5,41.5,10.8,2.95,3.27,,9
203900,Markel Brown,SG,36.5,43.5,12.62,2.9,3.18,,9
203939,Dwight Powell,PF,28.5,35.0,11.28,2.88,3.2,,9
203903,Jordan Clarkson,PG,33.0,38.5,10.76,2.98,3.28,,10
203893,Russ Smith,PG,29.5,34.0,11.57,3.01,3.27,,10
203934,Lamar Patterson,SG,27.5,32.5,11.63,3.13,3.45,,10
203946,Cameron Bairstow,PF,31.0,33.5,11.39,3.09,3.37,,10
203938,Alec Brown,PF,27.0,30.0,12.05,2.91,3.48,,10
203648,Thanasis Antetokounmpo,SF,31.5,39.5,11.39,3.05,3.18,,11
203902,Semaj Christon,PG,30.5,36.5,11.55,3.21,3.32,,11
203906,Devyn Marble,SG,29.0,35.0,11.32,3.08,3.28,,12
203895,Jordan McRae,SG,27.5,34.5,11.07,3.15,3.39,,12
203904,Xavier Thames,PG,29.0,32.5,11.48,3.02,3.48,,12
203928,Cory Jefferson,PF,33.0,37.5,12.63,3.39,3.36,,12
1626164,Devin Booker,SG,27.5,34.5,10.27,2.75,3.28,8,3
1626166,Cameron Payne,PG,29.75,35.5,10.9,2.93,3.28,0,3
1626179,Terry Rozier,PG-SG,33.0,38.0,10.84,2.84,3.15,7,4
1626173,Rashad Vaughn,SG,28.0,34.0,11.4,3.1,3.21,5,4
1626155,Sam Dekker,SF,25.5,34.5,10.64,2.96,3.28,5,4
1626153,Delon Wright,PG,29.5,31.0,11.16,3.5,3.29,4,4
1626147,Justin Anderson,SF-SG,38.0,43.0,11.13,2.88,3.22,12,5
1626171,Bobby Portis,PF,25.0,31.5,11.78,3.28,3.56,5,5
1626178,Rondae Hollis-Jefferson,SF,32.0,38.0,10.41,3.19,3.12,13,5
1626145,Tyus Jones,PG,26.5,32.5,11.84,2.95,3.32,2,5
1626185,Jarell Martin,PF,28.5,35.0,11.2,2.97,3.27,19,5
1626175,Jordan Mickey,PF,33.0,37.5,11.72,3.13,3.28,9,7
1626148,Anthony Brown,SF-SG,27.5,34.5,10.94,3.29,3.18,4,7
1626176,Rakeem Christmas,PF-C,29.0,32.0,11.6,3.3,3.47,9,8
1626158,Richaun Holmes,PF,32.5,36.0,11.24,3.31,3.32,15,8
1626192,Pat Connaughton,SG,37.5,44.0,10.58,3.08,3.2,13,9
1626152,Olivier Hanlan,PG-SG,28.0,34.0,11.41,3.12,3.25,19,9
1626150,Andrew Harrison,PG,26.5,33.0,11.2,,3.34,,9
1626194,Marcus Thornton,PG-SG,34.5,43.0,10.78,2.88,3.02,3,9
1626181,Norman Powell,SG,32.5,40.5,10.69,3.2,3.2,5,10
1626177,Dakari Johnson,C,22.5,25.0,11.76,2.94,3.62,4,10
1626227,Tyler Harvey,SG,26.0,28.5,10.56,2.93,3.44,1,11
1626183,Branden Dawson,PF,28.5,34.5,12.22,3.53,3.2,12,12
1627737,Marquese Chriss,PF,32.5,38.5,11.93,3.05,3.26,,2
1627748,Thon Maker,PF,32.0,36.5,11.15,3.09,3.33,,2
1627752,Taurean Prince,SF,34.0,36.0,10.96,2.8,3.24,,3
1627756,Denzel Valentine,SG-SF,27.0,32.0,10.51,3.22,3.46,,3
1627735,Wade Baldwin IV,PG,32.5,38.0,10.45,3.01,3.19,,4
1627781,Malachi Richardson,SG-SF,33.0,38.0,10.56,3.25,3.33,,5
1627744,Brice Johnson,PF,33.5,38.0,11.88,2.94,3.2,,5
1627783,Pascal Siakam,PF,30.5,36.5,11.25,3.09,3.41,,6
1627745,Damian Jones,C,36.0,37.0,11.35,3.12,3.2,,6
1627767,Cheick Diallo,PF,31.0,35.0,11.24,3.3,3.26,,7
1627755,Tyler Ulis,PG,32.5,38.0,10.8,2.88,3.2,,7
1627763,Malcolm Brogdon,SG,30.5,35.5,10.77,2.64,3.31,,8
1627778,Chinanu Onuaku,C,27.5,33.5,11.65,3.0,3.5,,8
1627775,Patrick McCaw,PG-SG,30.0,38.0,11.01,2.97,3.3,,8
1627754,Diamond Stone,C,27.0,29.5,12.02,3.22,3.5,,8
1627757,Stephen Zimmerman,C,26.0,31.0,12.08,3.16,3.43,,9
1627785,Isaiah Whitehead,PG-SG,27.5,35.5,11.65,3.21,3.34,,9
1627753,Zhou Qi,PF-C,31.5,32.0,11.27,2.9,3.46,,9
1627743,Demetrius Jackson,PG,37.5,43.5,10.81,2.87,3.25,,9
1627774,Jake Layman,SF,33.0,39.5,11.35,2.82,3.24,,10
1627771,Michael Gbinije,SG,33.5,37.5,11.0,3.19,3.12,,10
1627777,Georges Niang,PF,25.0,31.0,11.64,3.17,3.49,,10
1627791,Ben Bentil,PF,29.0,33.0,11.16,3.1,3.3,,11
1627762,Joel Bolomboy,PF,37.5,40.5,10.26,2.86,3.17,,11
1627770,Kay Felder,PG,35.5,44.0,11.52,2.9,3.15,,11
1627779,Marcus Paige,PG,33.5,39.5,10.82,2.69,3.15,,11
1627772,Daniel Hamilton,SG-SF,26.0,29.0,11.48,3.2,3.4,,12
1627766,Isaiah Cousins,PG,30.5,37.0,10.79,2.97,3.24,,12
1628378,Donovan Mitchell,SG,36.5,40.5,11.53,3.07,3.01,10,3
1628383,Justin Patton,C,26.0,30.5,11.8,3.31,3.46,,4
1628381,John Collins,PF,33.0,37.5,11.66,3.27,3.27,15,4
1628390,Terrance Ferguson,SG-SF,28.5,38.0,11.16,3.22,3.32,,5
1628386,Jarrett Allen,C,31.5,35.5,11.82,3.0,3.21,4,5
1628399,Tyler Lydon,PF,29.5,33.5,11.68,2.81,3.46,1,5
1628398,Kyle Kuzma,SF-SG,27.0,34.0,10.72,2.98,3.25,12,6
1628396,Tony Bradley,C,24.5,27.5,11.79,2.99,3.44,5,6
1628401,Derrick White,PG,31.0,36.5,10.84,2.92,3.08,10,6
1628404,Josh Hart,SG-SF,27.5,35.5,11.15,3.02,3.18,9,6
1628402,Frank Jackson,PG,34.5,42.0,10.94,2.7,3.14,9,7
1628432,Davon Reed,SG-SF,28.5,36.0,11.37,3.21,3.34,12,7
1628412,Frank Mason III,PG,34.0,41.0,11.41,3.09,3.18,15,7
1628397,Ivan Rabb,PF,28.5,32.5,12.68,3.23,3.35,3,7
1628400,Semi Ojeleye,SF-SG,35.0,40.5,10.58,3.07,3.16,19,8
1628395,Jordan Bell,PF,31.5,38.0,10.63,2.83,3.21,16,8
1628393,Jawun Evans,PG,27.5,33.5,11.34,3.26,3.21,1,8
1628407,Dwayne Bacon,SG-SF,30.0,36.5,11.7,3.22,3.22,8,8
1628416,Tyler Dorsey,SG,30.5,36.0,10.55,2.98,3.16,8,9
1628418,Thomas Bryant,PF-C,25.5,33.0,11.42,3.12,3.37,7,9
1628422,Damyean Dotson,SG-SF,31.5,38.0,11.18,3.03,3.13,13,9
1628415,Dillon Brooks,SG-SF,31.0,37.5,11.14,3.24,3.21,16,9
1628387,Ike Anigbogu,C,29.5,32.5,12.52,3.48,3.44,11,10
1628414,Sindarius Thornwell,SG-SF,27.0,30.5,11.48,3.03,3.36,15,10
1628420,Monte Morris,PG,28.0,33.5,11.0,3.2,3.19,8,11
1628443,Kadeem Allen,PG,33.0,35.5,11.24,2.98,3.15,7,11
1628430,Nigel Williams-Goss,PG,27.5,34.5,10.42,3.08,3.19,10,11
1628417,Jaron Blossomgame,SF,31.0,35.5,11.47,3.35,3.17,16,12
1629015,Zhaire Smith,SF-SG,33.0,41.5,11.02,3.15,3.05,10,4
1628978,Donte DiVincenzo,SG,34.5,42.0,10.72,3.12,3.11,12,4
1628989,Kevin Huerter,SG,31.0,38.0,10.89,2.97,3.09,9,4
1629006,Josh Okogie,SG,33.0,42.0,11.08,3.03,3.04,12,4
1628960,Grayson Allen,SG,32.5,40.5,10.31,3.04,3.15,,5
1628988,Aaron Holiday,PG,25.5,33.0,10.96,3.22,3.27,,5
1629014,Anfernee Simons,SG-PG,32.0,41.5,11.27,3.16,3.1,1,5
1629021,Moritz Wagner,C-PF,27.0,34.0,11.48,3.07,3.18,8,5
1629013,Landry Shamet,PG,31.0,39.5,11.26,3.21,3.11,8,6
1628980,Jacob Evans,SG-SF,28.0,35.5,11.11,3.14,3.2,8,6
1629016,Omari Spellman,PF-C,28.5,35.5,12.28,3.35,3.38,8,6
1628975,Jevon Carter,PG,29.0,36.5,11.04,3.05,3.18,14,7
1628973,Jalen Brunson,PG,29.0,37.0,10.59,3.11,3.15,7,7
1629017,Khyri Thomas,SG,30.0,35.0,10.96,3.18,3.18,14,8
1628971,Bruce Brown,SG-PG,32.5,38.0,11.11,3.44,3.2,17,9
1628977,Hamidou Diallo,SG,32.5,40.5,10.53,3.14,3.1,1,9
1628966,Keita Bates-Diop,SG-SF,30.5,35.0,11.2,3.28,3.17,11,10
1629002,Chimezie Metu,PF-C,29.5,36.0,11.89,3.25,3.33,5,10
1628993,Alize Johnson,PF,25.0,31.0,11.83,3.28,3.38,8,10
1628974,Tony Carr,PG,25.0,31.5,11.89,3.4,3.17,0,11
1628985,Devon Hall,SG,25.0,31.0,10.95,3.16,3.27,6,11
1629003,Shake Milton,SG-PG,30.0,33.0,11.07,3.19,3.25,2,11
1629034,Ray Spalding,PF,26.0,32.0,11.48,3.2,3.34,12,12
1628987,Kevin Hervey,PF,27.5,32.0,11.28,3.15,3.36,4,12
1628994,George King,SF-SG,31.0,39.0,10.75,3.08,3.29,15,12
1628961,Kostas Antetokounmpo,PF,29.5,35.0,12.48,3.48,3.21,0,12
1629637,Jaxson Hayes,PF,27.0,34.5,11.74,3.23,3.37,5,2
1629661,Cameron Johnson,SG,30.5,36.5,10.52,3.28,3.26,,3
1629677,Luka Samanic,PF,27.0,38.0,11.01,3.03,3.27,7,4
1629634,Brandon Clarke,SF,34.0,40.5,10.61,3.05,3.15,10,5
1629684,Grant Williams,PF,26.0,31.5,10.83,3.27,3.33,20,5
1629647,Darius Bazley,PF,30.5,37.0,11.09,2.95,3.27,4,5
1629660,Ty Jerome,PG,26.0,31.5,11.21,3.12,3.4,2,5
1629642,Nassir Little,SF,31.0,38.5,12.15,3.1,3.24,5,5
1629685,Dylan Windler,SF,29.0,37.5,10.7,2.94,3.3,8,6
1629662,Mfiondu Kabengele,PF,28.0,35.5,11.21,3.3,3.25,6,6
1629673,Jordan Poole,SG,28.0,35.5,10.59,3.14,3.27,,6
1629645,Kevin Porter Jr.,SG,27.0,34.0,10.82,3.03,3.14,2,6
1629644,KZ Okpala,SF,30.5,37.0,10.88,3.13,3.38,9,7
1629654,Carsen Edwards,PG,28.5,34.0,10.53,2.82,3.22,14,7
1628981,Bruno Fernando,C,29.5,33.5,11.29,3.05,3.21,13,7
1628998,Cody Martin,PG-SG,28.0,35.5,10.44,2.99,3.32,7,8
1629655,Daniel Gafford,PF,32.5,36.5,11.61,3.19,3.25,5,8
1629672,Eric Paschall,SF,33.0,38.0,11.63,3.26,3.3,18,9
1629678,Admiral Schofield,SF,30.0,34.0,10.77,2.87,3.37,15,9
1629669,Jaylen Nowell,SG,32.0,38.5,10.76,3.13,3.23,2,9
1629676,Isaiah Roby,PF,32.5,35.5,10.63,3.05,3.25,9,9
1629659,Talen Horton-Tucker,SG,26.0,34.5,11.34,3.43,3.34,10,10
1629649,Ignas Brazdeikis,SF,31.0,36.5,11.06,3.17,3.36,13,10
1629611,Terance Mann,SG-SF,32.5,38.5,11.51,3.14,3.3,6,10
1629683,Quinndary Weatherspoon,SG,31.0,38.0,11.57,3.15,3.16,,10
1629682,Tremont Waters,PG,30.5,40.5,10.76,3.11,3.07,5,11
1629667,Jalen McDaniels,SF,29.5,33.5,11.54,3.23,3.32,0,11
1629621,Marial Shayok,SF-PF,29.5,36.5,11.16,3.04,3.37,9,11
1629657,Kyle Guy,SG,30.5,36.5,10.48,3.07,3.27,4,11
1628986,Jaylen Hands,PG,33.0,41.5,10.73,3.03,3.12,6,12
1629648,Jordan Bone,SG,36.0,42.5,9.97,2.78,3.08,7,12
1629671,Miye Oni,SG,30.5,38.5,11.71,3.12,3.17,19,12
1629608,Dewan Hernandez,C,30.5,35.5,11.46,3.25,3.28,13,12
1630182,Josh Green,SG-SF,30.5,39.5,10.64,2.28,3.12,,4
1630192,Zeke Nnaji,PF-C,33.0,38.0,10.94,2.72,3.2,,5
1630193,Immanuel Quickley,SG,29.5,35.5,11.21,2.46,3.17,,5
1628962,Udoka Azubuike,C,37.0,41.0,11.82,3.61,3.23,,6
1630179,Tyrell Terry,PG,30.0,34.0,10.78,2.59,3.28,,7
1630189,Tyler Bey,PF,37.0,43.5,11.35,2.75,3.17,,8
1630218,Robert Woodard II,SF,32.0,38.0,11.1,2.49,3.18,,8
1630208,Nick Richards,C,30.0,34.0,11.42,2.92,3.25,,9
1629670,Jordan Nwora,SF-PF,29.0,35.0,11.29,2.66,3.43,,9
1629604,CJ Elleby,SG-SF,30.5,36.5,11.25,2.63,3.25,,10
1630219,Skylar Mays,SG,29.0,37.5,10.65,2.4,3.3,,10
1630231,Kenyon Martin Jr.,SF-PF,31.5,38.5,11.93,2.58,3.16,,11
1630216,Cassius Winston,PG,24.0,28.0,11.15,2.74,3.61,,11
1630199,Cassius Stanley,SG,34.5,44.0,11.4,2.43,3.09,,11
1630203,Grant Riller,PG-SG,32.5,39.5,11.17,2.45,3.07,,12
1629617,Reggie Perry,PF-C,30.0,33.5,11.26,2.57,3.25,,12
1630223,Jalen Harris,SG,37.5,42.5,10.59,2.49,3.11,,12
1630567,Scottie Barnes,SF,36.0,39.5,10.88,2.99,3.15,,1
1630533,Ziaire Williams,SF,34.0,39.5,10.69,3.04,3.12,,2
1630563,Joshua Primo,SG,30.5,37.5,10.97,3.36,3.22,,3
1630557,Corey Kispert,SF,30.0,37.5,10.91,2.99,3.12,,3
1630530,Trey Murphy III,SF,34.0,38.0,11.65,3.32,3.14,,4
1630553,Keon Johnson,SG,41.5,48.0,11.45,3.2,3.0,,5
1630528,Josh Christopher,SG,29.5,37.5,11.32,3.3,3.14,,5
1629656,Quentin Grimes,SG,30.5,38.5,11.09,3.33,3.07,,5
1630531,Jaden Springer,SG,34.5,41.5,11.46,3.1,3.13,,6
1630225,Isaiah Todd,PF,28.5,35.5,11.38,3.25,3.31,,7
1630526,Jeremiah Robinson-Earl,PF,27.0,32.0,11.64,3.15,3.29,,7
1630554,Jason Preston,PG,30.5,38.5,10.82,3.08,3.13,,7
1630529,Herbert Jones,SF,28.5,36.5,11.02,3.17,3.25,,7
1630540,Miles McBride,PG,31.0,38.5,11.08,3.13,3.1,,8
1630550,JT Thor,PF,31.5,35.0,12.19,3.08,3.06,,8
1630245,Ayo Dosunmu,SG,27.0,33.5,11.51,3.27,3.23,,8
1629674,Neemias Queta,C,27.0,33.0,11.85,3.5,3.29,,8
1630580,Joe Wieskamp,SF,30.0,42.0,10.7,3.18,3.04,,9
1630535,Greg Brown III,PF,33.5,39.0,10.98,2.98,3.19,,9
1630556,Kessler Edwards,PF,28.0,37.0,11.3,3.38,3.25,,9
1630525,David Johnson,SG,33.0,39.0,12.02,3.2,3.03,,10
1630681,Marcus Zegarowski,PG,30.0,35.5,11.47,3.26,3.11,,10
1630568,Luka Garza,C,24.0,29.5,11.9,3.38,3.51,,11
1629646,Charles Bassey,C,33.0,36.0,12.19,3.33,3.13,,11
1630572,Sandro Mamukelashvili,C,30.5,36.5,11.63,3.3,3.21,,11
1630598,Aaron Wiggins,SG-SF,29.5,36.0,11.2,3.0,3.04,,11
1630575,Scottie Lewis,SF,34.0,42.0,10.45,3.03,2.98,,12
1630579,Jericho Sims,C,37.0,44.5,11.59,3.38,3.05,,12
1630564,RaiQuan Gray,PF,26.5,31.5,11.69,3.3,3.25,,12
1630700,Dyson Daniels,SG,29.0,34.0,10.81,2.81,3.22,,2
1631114,Jalen Williams,SG,33.5,39.0,11.13,3.17,3.11,,3
1630534,Ochai Agbaji,SG,32.0,39.0,10.77,3.11,3.13,,3
1631222,Jake LaRavia,PF,27.5,34.0,10.58,2.89,3.37,,4
1631103,Malaki Branham,SG,29.0,35.0,11.38,3.09,3.17,,4
1631128,Christian Braun,SG,33.5,40.0,11.0,3.13,3.16,,5
1631223,David Roddy,PF,27.0,35.5,10.75,3.1,3.22,,5
1631104,Blake Wesley,SG,30.0,36.0,11.55,3.25,3.21,,5
1631116,Patrick Baldwin Jr.,SF,23.5,26.5,12.25,3.3,3.45,,6
1631212,Peyton Watson,SF,28.0,33.5,11.03,3.24,3.28,,6
1629614,Andrew Nembhard,PG,26.5,35.0,10.46,3.02,3.26,,7
1631132,Christian Koloko,C,28.0,33.5,11.3,3.19,3.27,,7
1631119,Jaylin Williams,C,24.5,30.0,11.64,3.1,3.5,,7
1631108,Max Christie,SG,32.0,37.5,10.82,3.02,3.07,,7
1630629,Gabriele Procida,SG-SF,29.5,35.0,11.02,3.14,3.07,,8
1631113,Kennedy Chandler,PG,31.0,41.5,10.73,2.89,,,8
1631121,Bryce McGowens,SG,29.5,34.0,11.12,3.16,3.27,,8
1630604,E.J. Liddell,PF,35.5,38.0,11.11,3.23,3.26,,9
1631211,Trevor Keels,SG,24.5,31.0,11.33,3.32,3.27,,9
1631217,Moussa Diabate,C,29.0,36.5,11.16,2.9,3.26,,9
1631157,Ryan Rollins,SG,30.5,36.5,11.26,3.28,3.07,,9
1631112,Kendall Brown,SF,31.5,41.0,11.57,3.05,3.29,,10
1631164,Matteo Spagnolo,PG,25.5,31.5,11.42,3.16,3.4,,10
1631120,JD Davison,PG,30.0,37.0,11.38,3.23,3.26,,11
1631133,Jabari Walker,PF,29.5,32.5,11.53,3.12,3.24,,12
1630656,Hugo Besson,SG,24.5,31.5,11.36,3.25,3.4,,12
